race_id,start_number,rider,cq_rider_id,team,country,team_captain,team_captain_id,price,dropped_out
23,94,Andreas Kron,26420,Lotto Dstny,DEN,Paul van Doorn,Paul,1,
23,101,Hugh Carthy,21014,EF Education-EasyPost,GBR,Bram van Ommeren,Bram,3,
23,102,Stefan Bissegger,26376,EF Education-EasyPost,SUI,Bram van Ommeren,Bram,4,
23,105,Andrea Piccolo,30648,EF Education-EasyPost,ITA,Albert Kraaij,Albert,3,
23,121,Edward Dunbar,23765,Team Jayco-AlUla,IRL,Paul van Doorn,Paul,2,1
23,127,Matteo Sobrero,27033,Team Jayco-AlUla,ITA,Frank Vellinga,Vel,2,
23,128,Filippo Zana,27749,Team Jayco-AlUla,ITA,Frank Vellinga,Vel,2,1
23,135,Hugo Page,30663,Intermarché-Circus-Wanty,FRA,Albert Kraaij,Albert,1,
23,141,Enric Mas,22794,Movistar Team,ESP,Pieter-Bas de Bruijn,PB,17,
23,143,Ruben Guerreiro,22683,Movistar Team,POR,Jan Versluys,Jan,1,1
23,145,Iván García Cortina,23497,Movistar Team,ESP,Pieter-Bas de Bruijn,PB,1,
23,148,Einer Rubio,27024,Movistar Team,COL,Frank Rozemeijer,Frank,0,
23,151,Jesus Herrada,17534,Cofidis,ESP,Paul van Doorn,Paul,2,
23,155,Bryan Coquard,18714,Cofidis,FRA,Jan Versluys,Jan,2,1
23,161,Romain Bardet,13566,Team dsm-firmenich,FRA,Jan Versluys,Jan,6,
23,163,Alberto Dainese,26965,Team dsm-firmenich,ITA,Frank Vellinga,Vel,3,
23,171,Kévin Vauquelin,31264,Team Arkéa-Samsic,FRA,Albert Kraaij,Albert,2,
23,173,Hugo Hofstetter,22702,Team Arkéa-Samsic,FRA,Albert Kraaij,Albert,2,
23,185,Pierre Latour,20156,TotalEnergies,FRA,Kaspar Burghard,Kaspar,2,1
23,188,Dries van Gestel,21952,TotalEnergies,BEL,Roy Smits,Roy,2,
23,191,Samuele Battistella,28450,Astana Qazaqstan Team,ITA,Frank Vellinga,Vel,2,
23,193,Luis León Sánchez,333,Astana Qazaqstan Team,ESP,Albert Kraaij,Albert,1,
23,211,Orluis Aular,24326,Caja Rural-Seguros RGA,VEN,Pieter-Bas de Bruijn,PB,1,
22,1,Christophe Laporte,19953,Jumbo-Visma,FRA,Kaspar Burghard,Kaspar,15,
22,2,Tiesj Benoot,21244,Jumbo-Visma,BEL,Paul van Doorn,Paul,1,
22,4,Koen Bouwman,20770,Jumbo-Visma,NED,Kaspar Burghard,Kaspar,4,
22,5,Sam Oomen,21931,Jumbo-Visma,NED,Harry Koene,Harry,1,
22,6,Mick  van Dijke,30641,Jumbo-Visma,NED,Arjan Knibbe,Arjan,2,
22,12,Natnael Tesfazion,28234,Lidl-Trek,ERI,Kaspar Burghard,Kaspar,3,1
22,21,Arnaud De Lie,32221,Lotto Dstny,BEL,Wijnand Baretta,Wijnand,14,
22,23,Florian Vermeersch,28127,Lotto Dstny,BEL,Albert Kraaij,Albert,2,
